0seqname_firstname_last agstreet              city      state     zip       dollar              pick  date      0000000000000000000000000float00000000000000000000credt-card00000000000000000000000natural
0946Michael   Figueroa  56Caib Square         Omuwozec  AL        86900     $1676.15            GREEN 04/04/19280000000000000795568643663.4624000000000000000036570022761183000000000000006252094919016448
0947Rebecca   Munoz     48Gidku Road          Koreciwap CO        99671     $1065.60            RED   01/18/19030000000000000694082405086.0032000000000000006370809579246201000000000000008647358768218112
0948Lida      Olson     27Manser Park         Pedovbij  WA        88742     $528.73             WHITE 01/22/20040000000000000241715433491.6608000000000000000201474384664052000000000000002802237705289728
0949Madge     Barrett   63Bizba Parkway       Fahsofrat KS        65341     $9933.40            RED   08/23/2053000000000000-228717194798.6944000000000000000343336437392792000000000000008077914729873408
0950Jorge     Mullins   21Sahmu Trail         Uzebuela  IN        82090     $7291.39            RED   02/17/207000000000000000855879800848.384000000000000000030007275176948000000000000007268934386450432
0951Joseph    Evans     58Zarbo Way           Bifrofik  LA        53640     $9782.90            YELLOW01/13/2069000000000000-444853893097.0624000000000000006379521078493215000000000000005160278329131008
0952Jayden    Collins   32Mumvuj Square       Decsibo   ND        73518     $860.90             GREEN 10/21/1901000000000000-258832276547.1744000000000000006011833334280235000000000000008684107135451136
0953Elmer     Webb      30Otlic Loop          Himiho    WY        69208     $3234.05            WHITE 05/06/1974000000000000-507730824737.5872000000000000006379607810831794000000000000000936833017970688
0954Steve     Barrett   62Jemla Highway       Firzotam  DC        35780     $2325.03            BLUE  04/11/2056000000000000-834854446537.1136000000000000004903525033483203000000000000008687535190441984
0955Frances   Ray       39Foem Drive          Zejoube   IL        29694     $6270.91            RED   04/29/20470000000000000607381667761.3568000000000000006261626148418711000000000000001210262793224192
0956Mary      Garrett   20Wumzel Street       Lownega   NV        10535     $6905.74            YELLOW07/03/20220000000000000-66645337204.3264000000000000005610572112578025000000000000004922061541605376
0957Matthew   Chapman   44Rigco Loop          Zanefupe  TN        86937     $7498.68            WHITE 09/06/20460000000000000675135061648.9984000000000000005018590533380324000000000000000041537010401280
0958Calvin    Matthews  62Hotsur Highway      Bossiku   DC        66869     $5590.57            GREEN 09/28/19780000000000000703046551706.0096000000000000006373092891630629000000000000000281880945491968
0959Phoebe    Gonzalez  30Furjes Extension    Lezana    OK        91457     $1327.72            YELLOW09/29/19030000000000000678560134489.7024000000000000005018905591716559000000000000006746361573670912
0960Gregory   Berry     47Furun Square        Gamakhi   GA        76418     $2078.45            GREEN 05/25/203000000000000000476224698712.064000000000000005440931863300276000000000000004849986086895616
0961Estelle   Kennedy   22Kanpu Manor         Rekhuvuc  IN        08443     $2599.79            GREEN 11/24/2045000000000000-816870209250.9185000000000000000201441723554633000000000000008180648319647744
0962Nina      Schneider 26Gecwob Plaza        Kuwpeldor ID        37892     $8912.77            BLUE  04/04/20670000000000000376654320474.5216000000000000006372373306335355000000000000000319678771625984
0963Roger     Ball      30Ulsu Park           Gasgojut  CO        92878     $9597.91            RED   12/06/19880000000000000639932583169.2288000000000000004903565527444501000000000000008685651048267776
0964Roxie     Peters    54Beona Park          Ifipoget  HI        58949     $9511.74            GREEN 03/06/19580000000000000162255619699.5072000000000000003528745368394927000000000000000618908795011072
0965Josie     Carlson   61Gozlah Highway      Alzode    VA        16076     $849.67             RED   03/04/19730000000000000-675137099661.312000000000000004026986034333189000000000000000969508982358016
0966Jared     Lindsey   58Kudzul Terrace      Juposolal LA        30728     $3606.55            WHITE 11/06/19610000000000000653368686647.7056000000000000000343460011917871000000000000002748879132950528
0967Alejandro Ortiz     53Jugkin Pass         Midivwa   PA        27262     $589.81             WHITE 02/18/1928000000000000-396685065217.6384000000000000006334312220512589000000000000005992361725263872
0968Blake     McGee     43Rolevu Court        Nofolag   NC        40386     $4493.07            GREEN 12/25/19110000000000000211139717339.5456000000000000005121745544754479000000000000001699869276241920
0969Chase     Baldwin   45Ihsa Place          Ejumeze   NM        11454     $5595.32            YELLOW04/30/19080000000000000594530192798.5153000000000000005018809919864812000000000000004970131713163264
0970Patrick   Alvarez   29Figor Court         Nuigewuz  IA        91185     $9123.50            RED   07/12/20400000000000000-670907248934.912000000000000005018277064336434000000000000003216779476205568
0971Lillian   Holloway  38Vufti Pike          Wikuruif  DC        31572     $6945.89            BLUE  07/18/19480000000000000173438756139.8272000000000000000036258699709103000000000000006285975170842624
0972Marc      Manning   32Cigi Glen           Mivcuzet  NE        59681     $3634.22            RED   05/28/2044000000000000-344657441167.7696000000000000006011238274387885000000000000007281524762214400
0973Sara      Sherman   34Zakez Court         Acpoljag  WV        54431     $4024.60            BLUE  02/19/19260000000000000568088085292.6464000000000000006283360848896307000000000000008713721505382400
0974Angel     Moss      61Beka Heights        Mohficol  IN        60388     $7254.57            RED   08/04/2052000000000000-498508600075.8784000000000000005610370005222235000000000000006753793741946880
0975Landon    Patterson 33Wimeg Avenue        Duchigata FL        69462     $1595.06            YELLOW03/16/19440000000000000434389723276.9024000000000000003528534727468402000000000000004807888809754624
0976Annie     Owens     59Savpit Turnpike     Vitisnin  OK        85923     $9642.26            BLUE  03/15/1932000000000000-828694430797.0048000000000000005161928982777738000000000000000881829689163776
0977Gerald    Hammond   22Efoode Road         Faabhe    NJ        25911     $1920.64            BLUE  01/26/201800000000000000023104824803.328000000000000003528977097891101000000000000003113381126995968
0978Bradley   Castro    23Ezovoz Heights      Siilazo   CT        02032     $6647.24            GREEN 01/30/20510000000000000708346642851.4304000000000000004791474793847718000000000000002199696250503168
0979Lewis     Patterson 59Onujub Ridge        Rurviir   MO        91987     $8799.01            BLUE  05/22/1998000000000000-826094175807.0784000000000000005198603468920592000000000000003629887493505024
0980Bessie    Underwood 53Cefok Circle        Ramalip   NJ        81365     $4741.56            GREEN 10/30/19060000000000000-873357606125.568000000000000006372384654984918000000000000004820473510625280
0981Derrick   Powers    50Kaboh Center        Pometlek  SC        42708     $1444.26            BLUE  02/20/19530000000000000371236074527.1296000000000000005197704889751268000000000000000198158369947648
0982Eddie     Cruz      29Lasar Key           Ogjidov   VT        57747     $5784.61            RED   04/10/19720000000000000-534906723631.104000000000000004595439650553889000000000000004244303389917184
0983Hulda     Rose      43Fimipo Glen         Guftirjod MD        03757     $2545.05            GREEN 12/10/20480000000000000842583184402.0225000000000000005018119402563875000000000000005187182102839296
0984Miguel    Harper    44Zifim Drive         Liowomod  DE        16675     $6310.18            WHITE 02/01/1911000000000000-521678863151.9232000000000000004637757513611655000000000000002240430712291328
0985Emily     Shaw      47Wawu Extension      Wurbocju  GA        59174     $3565.65            GREEN 02/07/2055000000000000-645629673157.4272000000000000003528501450881093000000000000001760295787692032
0986Glen      Summers   62Tizo Heights        Cabpubew  WV        83333     $1628.09            BLUE  06/11/20090000000000000-212709853364.224000000000000005610473645769324000000000000004021326238973952
0987Ruby      Williams  32Lezok Road          Vojnefusa TX        78622     $5581.98            RED   06/30/2069000000000000-579895425603.9937000000000000004026190437804629000000000000000975774272192512
0988Frances   Griffin   45Bizim Boulevard     Wezohwig  ND        26938     $9685.81            YELLOW09/05/198000000000000000-308939021352.96000000000000000201407473084931000000000000000382139440824320
0989Addie     Cannon    32Firkak Trail        Vabaces   ID        21011     $8431.63            WHITE 09/19/19350000000000000591574046500.4543000000000000000030027924874917000000000000001113601834221568
0990Benjamin  Parsons   55Ujuar Way           Bowherto  IL        96445     $2638.77            RED   12/21/193000000000000000814325455388.672000000000000000201470074387103000000000000000161443215310848
0991Tony      Andrews   63Sope Trail          Zifipro   OH        64214     $6639.10            WHITE 09/08/20250000000000000225167430752.6656000000000000000036713472867650000000000000004624538146963456
0992Philip    Vaughn    25Hodhot Extension    Kedibpa   DE        68903     $6687.99            RED   12/01/2019000000000000000627932680683.52000000000000005018777664466960000000000000002199261353607168
0993Katherine Alexander 29Ahodat Point        Oredomiw  TX        30639     $6234.51            WHITE 12/21/19090000000000000827721457546.0352000000000000004418542249270108000000000000005709735588265984
0994Victoria  Garza     49Enete Circle        Mogeplu   WA        27677     $7319.95            GREEN 01/30/2052000000000000-334921145411.1744000000000000005418257552178551000000000000005215514240483328
0995Verna     Nunez     33Ozow River          Derfagwo  NY        37675     $6848.03            BLUE  06/02/20120000000000000-478684408446.976000000000000005018330120818315000000000000006719505134780416
0996Maurice   Ramirez   27Vuki Manor          Rufiuce   MD        86474     $5872.07            GREEN 08/19/197100000000000000000-454927843328000000000000000030040699054490000000000000001449506704982016
0997Rosie     Moore     18Badlag Manor        Iwlodni   MS        76664     $2775.76            GREEN 08/23/2020000000000000-333802404996.7104000000000000006264883585163576000000000000002775341844135936
